HYD1,4886239.87,560407.548,516,moving
HYD2,4886247.91,560458.947,516,moving
HYD3,4886259.33,560507.475,516,moving
HYD4,4886304.719,560487.509,516,moving
HYD5,4886292.328,560422.522,494.929,fixed
HYD6,4886297.428,560436.797,494.949,moving
HYD7,4886287.829,560418.349,516,moving
HYD8,4886293.08,560440.784,516,fixed
HYD9,4886297.427,560436.89,478.219,fixed
HYD10,4886292.299,560422.602,478.24,fixed
HYD11,4886282.329,560422.6,464.515,fixed
HYD12,4886284.781,560438.966,464.515,fixed
